,Neighbourhood Cleansed,Bedrooms,Beds,Price,Number of Reviews,Review Scores Rating,classes of rating,class of price,predictors
10151,East Village,0,1,150,1,100,High,Good,"[('n04033995', 'quilt', 0.845798), ('n04344873', 'studio_couch', 0.084829934), ('n03388549', 'four-poster', 0.035971325), ('n03201208', 'dining_table', 0.008410034), ('n04336792', 'stretcher', 0.0037831583), ('n04201297', 'shoji', 0.002372462), ('n04550184', 'wardrobe', 0.0019610994), ('n03018349', 'china_cabinet', 0.0017725356), ('n03179701', 'desk', 0.0013511798), ('n04081281', 'restaurant', 0.0011873114)]"
10152,East Village,1,1,45,1,80,Low,Bad,"[('n03388549', 'four-poster', 0.6094397), ('n04033995', 'quilt', 0.11246118), ('n04344873', 'studio_couch', 0.092555344), ('n03018349', 'china_cabinet', 0.07297492), ('n04550184', 'wardrobe', 0.03507424), ('n02870880', 'bookcase', 0.022214193), ('n04239074', 'sliding_door', 0.012913605), ('n03201208', 'dining_table', 0.00683774), ('n03788365', 'mosquito_net', 0.0062426766), ('n04590129', 'window_shade', 0.005750299)]"
10164,East Harlem,0,5,99,49,91,Low,Bad,"[('n03388549', 'four-poster', 0.6983965), ('n04344873', 'studio_couch', 0.25098172), ('n04590129', 'window_shade', 0.01138323), ('n04033995', 'quilt', 0.00958426), ('n03529860', 'home_theater', 0.008776637), ('n04380533', 'table_lamp', 0.006060319), ('n04550184', 'wardrobe', 0.0024733033), ('n03637318', 'lampshade', 0.002254231), ('n03788365', 'mosquito_net', 0.0021527035), ('n03201208', 'dining_table', 0.0013917388)]"
10167,East Harlem,1,1,100,1,100,High,Bad,"[('n03388549', 'four-poster', 0.756425), ('n04344873', 'studio_couch', 0.15835431), ('n04550184', 'wardrobe', 0.032602992), ('n04239074', 'sliding_door', 0.012226332), ('n03529860', 'home_theater', 0.0077390163), ('n02870880', 'bookcase', 0.0051220995), ('n03290653', 'entertainment_center', 0.004706946), ('n04033995', 'quilt', 0.0044645974), ('n03131574', 'crib', 0.0028102759), ('n04201297', 'shoji', 0.0025637145)]"
10176,East Village,1,2,199,60,93,High,Good,"[('n03388549', 'four-poster', 0.7691091), ('n04344873', 'studio_couch', 0.14221296), ('n03788365', 'mosquito_net', 0.010554534), ('n04239074', 'sliding_door', 0.010226694), ('n02791124', 'barber_chair', 0.009130139), ('n04590129', 'window_shade', 0.0066168504), ('n03529860', 'home_theater', 0.0038662904), ('n04201297', 'shoji', 0.003444313), ('n04033995', 'quilt', 0.0032393655), ('n02870880', 'bookcase', 0.0028736764)]"
10187,Harlem,1,1,85,0,92.28,Low,Bad,"[('n03388549', 'four-poster', 0.56984437), ('n04344873', 'studio_couch', 0.15518624), ('n04033995', 'quilt', 0.15229675), ('n04550184', 'wardrobe', 0.034352086), ('n03788365', 'mosquito_net', 0.013736438), ('n03529860', 'home_theater', 0.011982802), ('n04239074', 'sliding_door', 0.01086881), ('n04590129', 'window_shade', 0.003985685), ('n04404412', 'television', 0.0032298446), ('n03761084', 'microwave', 0.0027084865)]"
10191,Harlem,1,1,75,46,87,Low,Bad,"[('n03388549', 'four-poster', 0.9999695), ('n04033995', 'quilt', 2.5081119e-05), ('n04344873', 'studio_couch', 2.2172173e-06), ('n04099969', 'rocking_chair', 6.714584e-07), ('n03201208', 'dining_table', 5.130004e-07), ('n03131574', 'crib', 4.837094e-07), ('n03788365', 'mosquito_net', 4.301122e-07), ('n04380533', 'table_lamp', 2.3742543e-07), ('n04590129', 'window_shade', 1.5400654e-07), ('n03018349', 'china_cabinet', 1.2618773e-07)]"
10203,Harlem,1,1,67,3,100,High,Bad,"[('n03388549', 'four-poster', 0.73840094), ('n04344873', 'studio_couch', 0.10406694), ('n04239074', 'sliding_door', 0.034367513), ('n04201297', 'shoji', 0.028642874), ('n03788365', 'mosquito_net', 0.015447738), ('n04590129', 'window_shade', 0.013292243), ('n04033995', 'quilt', 0.006161826), ('n04515003', 'upright', 0.006049992), ('n04550184', 'wardrobe', 0.005883172), ('n04380533', 'table_lamp', 0.005568493)]"
10208,Harlem,1,1,70,3,87,Low,Bad,"[('n03388549', 'four-poster', 0.7739649), ('n04418357', 'theater_curtain', 0.05674121), ('n03529860', 'home_theater', 0.037321366), ('n04033995', 'quilt', 0.024785327), ('n03788365', 'mosquito_net', 0.019283898), ('n04265275', 'space_heater', 0.016958185), ('n04550184', 'wardrobe', 0.015051768), ('n03998194', 'prayer_rug', 0.009376799), ('n04239074', 'sliding_door', 0.008898737), ('n04344873', 'studio_couch', 0.00679116)]"
10223,Harlem,1,1,65,5,100,High,Bad,"[('n04033995', 'quilt', 0.72277135), ('n04344873', 'studio_couch', 0.2508547), ('n04550184', 'wardrobe', 0.012528258), ('n03788365', 'mosquito_net', 0.003920805), ('n03388549', 'four-poster', 0.0034363293), ('n04239074', 'sliding_door', 0.0009912052), ('n03529860', 'home_theater', 0.000810361), ('n04201297', 'shoji', 0.0007429762), ('n04590129', 'window_shade', 0.00069533463), ('n04525038', 'velvet', 0.00038800092)]"
10235,Harlem,1,1,40,4,90,Low,Bad,"[('n03388549', 'four-poster', 0.74259394), ('n04344873', 'studio_couch', 0.08806499), ('n04033995', 'quilt', 0.058155857), ('n04550184', 'wardrobe', 0.054443154), ('n04590129', 'window_shade', 0.018019468), ('n04239074', 'sliding_door', 0.012023077), ('n04201297', 'shoji', 0.008123676), ('n03788365', 'mosquito_net', 0.003360839), ('n03018349', 'china_cabinet', 0.0022126618), ('n03179701', 'desk', 0.0013117002)]"
10244,Harlem,6,8,750,12,93,High,Good,"[('n04033995', 'quilt', 0.8580346), ('n03388549', 'four-poster', 0.09025921), ('n04344873', 'studio_couch', 0.027469285), ('n04380533', 'table_lamp', 0.014994416), ('n03637318', 'lampshade', 0.0031775662), ('n03788365', 'mosquito_net', 0.002271857), ('n03938244', 'pillow', 0.0008698821), ('n03201208', 'dining_table', 0.00049576635), ('n03131574', 'crib', 0.0002603407), ('n04239074', 'sliding_door', 0.00021868115)]"
10258,Chelsea,2,2,129,6,96,High,Good,"[('n04033995', 'quilt', 0.7451893), ('n04344873', 'studio_couch', 0.21909215), ('n03938244', 'pillow', 0.011685777), ('n03388549', 'four-poster', 0.0067239213), ('n04590129', 'window_shade', 0.006548291), ('n02791270', 'barbershop', 0.0009836962), ('n04525038', 'velvet', 0.00096108584), ('n04404412', 'television', 0.00089713774), ('n04550184', 'wardrobe', 0.0008124203), ('n04099969', 'rocking_chair', 0.00075016596)]"
10259,Chelsea,1,1,100,0,93,High,Bad,"[('n03388549', 'four-poster', 0.5861412), ('n04344873', 'studio_couch', 0.12738362), ('n04033995', 'quilt', 0.1119494), ('n04239074', 'sliding_door', 0.065759145), ('n03788365', 'mosquito_net', 0.045488387), ('n04201297', 'shoji', 0.012245345), ('n04590129', 'window_shade', 0.009581536), ('n04336792', 'stretcher', 0.006006194), ('n04550184', 'wardrobe', 0.0026103677), ('n03201208', 'dining_table', 0.0021463363)]"
10297,Hell's Kitchen,1,1,59,9,93,High,Bad,"[('n03388549', 'four-poster', 0.98575145), ('n03788365', 'mosquito_net', 0.007994209), ('n04344873', 'studio_couch', 0.0043578153), ('n04033995', 'quilt', 0.0007709016), ('n03131574', 'crib', 0.00017017627), ('n03125729', 'cradle', 0.00016844535), ('n04590129', 'window_shade', 0.00013288386), ('n04099969', 'rocking_chair', 0.00010977864), ('n03899768', 'patio', 4.5344364e-05), ('n04550184', 'wardrobe', 3.5837453e-05)]"
10310,Hell's Kitchen,1,1,200,1,100,High,Good,"[('n03388549', 'four-poster', 0.70993626), ('n04550184', 'wardrobe', 0.08353147), ('n04344873', 'studio_couch', 0.06578068), ('n04239074', 'sliding_door', 0.051500987), ('n03529860', 'home_theater', 0.031654608), ('n04033995', 'quilt', 0.020242957), ('n02870880', 'bookcase', 0.010172102), ('n03290653', 'entertainment_center', 0.0055002375), ('n04590129', 'window_shade', 0.003558672), ('n03016953', 'chiffonier', 0.0031643454)]"
10350,Little Italy,1,1,90,12,88,Low,Bad,"[('n04033995', 'quilt', 0.8347051), ('n04344873', 'studio_couch', 0.087486066), ('n03388549', 'four-poster', 0.03845844), ('n03131574', 'crib', 0.0125915725), ('n04239074', 'sliding_door', 0.0035709443), ('n04550184', 'wardrobe', 0.0031066856), ('n04590129', 'window_shade', 0.0029458986), ('n04209239', 'shower_curtain', 0.0016589196), ('n03938244', 'pillow', 0.0011998146), ('n03788365', 'mosquito_net', 0.0011066105)]"
10354,Inwood,1,1,144,5,96,High,Good,"[('n03388549', 'four-poster', 0.8011915), ('n04344873', 'studio_couch', 0.1650274), ('n03788365', 'mosquito_net', 0.0155463945), ('n04033995', 'quilt', 0.0065335426), ('n04550184', 'wardrobe', 0.004427512), ('n04239074', 'sliding_door', 0.0018112342), ('n04590129', 'window_shade', 0.0016046462), ('n03529860', 'home_theater', 0.0011999783), ('n04201297', 'shoji', 0.00047218142), ('n02870880', 'bookcase', 0.00033674078)]"
10361,Murray Hill,1,1,190,51,100,High,Good,"[('n03388549', 'four-poster', 0.5199735), ('n04344873', 'studio_couch', 0.09596882), ('n03529860', 'home_theater', 0.06324662), ('n03179701', 'desk', 0.0332131), ('n04033995', 'quilt', 0.031927172), ('n04550184', 'wardrobe', 0.0249583), ('n03201208', 'dining_table', 0.02475864), ('n04201297', 'shoji', 0.016353229), ('n02699494', 'altar', 0.013694447), ('n03452741', 'grand_piano', 0.012768464)]"
10364,Murray Hill,1,1,180,1,100,High,Good,"[('n03388549', 'four-poster', 0.8329956), ('n04033995', 'quilt', 0.042838246), ('n04344873', 'studio_couch', 0.041235346), ('n03529860', 'home_theater', 0.015929027), ('n03131574', 'crib', 0.010996926), ('n03290653', 'entertainment_center', 0.0069194017), ('n03788365', 'mosquito_net', 0.0054410235), ('n02870880', 'bookcase', 0.0048506577), ('n04380533', 'table_lamp', 0.004425276), ('n04550184', 'wardrobe', 0.004346058)]"
10367,Murray Hill,1,2,199,60,87,Low,Good,"[('n03388549', 'four-poster', 0.8554657), ('n04344873', 'studio_couch', 0.112181865), ('n04033995', 'quilt', 0.012431791), ('n04590129', 'window_shade', 0.006196538), ('n03788365', 'mosquito_net', 0.0041776006), ('n04239074', 'sliding_door', 0.0011525603), ('n02791124', 'barber_chair', 0.001095584), ('n03452741', 'grand_piano', 0.00061617966), ('n03201208', 'dining_table', 0.0005171285), ('n02791270', 'barbershop', 0.00049332884)]"
10377,Financial District,1,1,285,0,92.5,Low,Good,"[('n04033995', 'quilt', 0.78422385), ('n04344873', 'studio_couch', 0.17638922), ('n03388549', 'four-poster', 0.024182048), ('n03131574', 'crib', 0.0039792364), ('n04550184', 'wardrobe', 0.0034952785), ('n03788365', 'mosquito_net', 0.002189276), ('n04380533', 'table_lamp', 0.0008627231), ('n04239074', 'sliding_door', 0.00080268824), ('n03938244', 'pillow', 0.0006506967), ('n04590129', 'window_shade', 0.00057788513)]"
10393,Corona,1,1,91,36,91,Low,Bad,"[('n03388549', 'four-poster', 0.7770969), ('n04344873', 'studio_couch', 0.07886598), ('n03529860', 'home_theater', 0.030014506), ('n03788365', 'mosquito_net', 0.015621341), ('n04201297', 'shoji', 0.0145391), ('n04550184', 'wardrobe', 0.012379933), ('n04033995', 'quilt', 0.010115477), ('n02870880', 'bookcase', 0.006896959), ('n04590129', 'window_shade', 0.0067125903), ('n04239074', 'sliding_door', 0.005160965)]"
10397,Gramercy,1,1,85,5,100,High,Bad,"[('n03388549', 'four-poster', 0.6108168), ('n04344873', 'studio_couch', 0.11452678), ('n04239074', 'sliding_door', 0.06477716), ('n04550184', 'wardrobe', 0.052817818), ('n04590129', 'window_shade', 0.039756402), ('n02870880', 'bookcase', 0.03247498), ('n03529860', 'home_theater', 0.019715019), ('n03131574', 'crib', 0.011787091), ('n04040759', 'radiator', 0.006359799), ('n04033995', 'quilt', 0.0051712543)]"
10437,Harlem,1,1,70,0,92.28,Low,Bad,"[('n04033995', 'quilt', 0.89290273), ('n04344873', 'studio_couch', 0.069340296), ('n03388549', 'four-poster', 0.021345375), ('n03938244', 'pillow', 0.003737022), ('n03788365', 'mosquito_net', 0.0023642536), ('n04590129', 'window_shade', 0.002204883), ('n04380533', 'table_lamp', 0.0013267284), ('n04550184', 'wardrobe', 0.0006131434), ('n03131574', 'crib', 0.00048059027), ('n04525038', 'velvet', 0.0004264572)]"
10475,West Village,1,2,250,0,92.3,Low,Good,"[('n03388549', 'four-poster', 0.62147146), ('n04239074', 'sliding_door', 0.11129509), ('n04344873', 'studio_couch', 0.09122741), ('n04550184', 'wardrobe', 0.041144088), ('n03788365', 'mosquito_net', 0.020746656), ('n04201297', 'shoji', 0.020416383), ('n04590129', 'window_shade', 0.015965099), ('n04517823', 'vacuum', 0.014579538), ('n04099969', 'rocking_chair', 0.006436675), ('n03018349', 'china_cabinet', 0.004277482)]"
10477,West Village,1,1,100,0,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.5442351), ('n04550184', 'wardrobe', 0.08814347), ('n04344873', 'studio_couch', 0.08671241), ('n03018349', 'china_cabinet', 0.08403044), ('n04033995', 'quilt', 0.036511585), ('n03201208', 'dining_table', 0.033157803), ('n04493381', 'tub', 0.024161378), ('n04209239', 'shower_curtain', 0.0161394), ('n03131574', 'crib', 0.014734158), ('n04040759', 'radiator', 0.0109721795)]"
10488,West Village,1,2,189,56,96,High,Good,"[('n03388549', 'four-poster', 0.6565725), ('n04344873', 'studio_couch', 0.20152995), ('n04033995', 'quilt', 0.121197306), ('n03131574', 'crib', 0.004627144), ('n03788365', 'mosquito_net', 0.003589331), ('n04590129', 'window_shade', 0.0010743256), ('n04550184', 'wardrobe', 0.000890909), ('n03938244', 'pillow', 0.00072925957), ('n02804414', 'bassinet', 0.0006255011), ('n04380533', 'table_lamp', 0.00055938377)]"
10509,Upper West Side,1,1,140,0,92.34,Low,Good,"[('n04033995', 'quilt', 0.79297894), ('n04344873', 'studio_couch', 0.08818282), ('n03388549', 'four-poster', 0.038265202), ('n03788365', 'mosquito_net', 0.02378847), ('n03938244', 'pillow', 0.0076976763), ('n03201208', 'dining_table', 0.0076909033), ('n04239074', 'sliding_door', 0.0068626143), ('n03018349', 'china_cabinet', 0.003496367), ('n02870880', 'bookcase', 0.0033909515), ('n04380533', 'table_lamp', 0.0031445567)]"
10515,Upper West Side,1,1,90,29,86,Low,Bad,"[('n04033995', 'quilt', 0.9283736), ('n04344873', 'studio_couch', 0.043621246), ('n03388549', 'four-poster', 0.02037804), ('n03131574', 'crib', 0.00269999), ('n03938244', 'pillow', 0.0019943558), ('n03534580', 'hoopskirt', 0.00074402406), ('n03788365', 'mosquito_net', 0.00035669503), ('n03637318', 'lampshade', 0.00027376023), ('n04380533', 'table_lamp', 0.0002690835), ('n03450230', 'gown', 0.00025523832)]"
10525,Upper West Side,1,1,63,0,92.34,Low,Bad,"[('n03388549', 'four-poster', 0.70405394), ('n04344873', 'studio_couch', 0.09933671), ('n04033995', 'quilt', 0.06810613), ('n03788365', 'mosquito_net', 0.020435968), ('n03179701', 'desk', 0.011733823), ('n03529860', 'home_theater', 0.009476873), ('n04550184', 'wardrobe', 0.007997569), ('n04590129', 'window_shade', 0.00690815), ('n03642806', 'laptop', 0.0058819624), ('n04009552', 'projector', 0.0042441706)]"
10530,Upper East Side,1,1,56,8,97,High,Bad,"[('n03388549', 'four-poster', 0.5112191), ('n04033995', 'quilt', 0.10127965), ('n04590129', 'window_shade', 0.088246495), ('n04239074', 'sliding_door', 0.083879426), ('n03452741', 'grand_piano', 0.038672302), ('n04344873', 'studio_couch', 0.027809625), ('n04380533', 'table_lamp', 0.018682737), ('n03201208', 'dining_table', 0.017259816), ('n03018349', 'china_cabinet', 0.010966169), ('n04201297', 'shoji', 0.007051978)]"
10567,Washington Heights,1,1,55,0,92.27,Low,Bad,"[('n04033995', 'quilt', 0.81853765), ('n03388549', 'four-poster', 0.14267513), ('n04344873', 'studio_couch', 0.018499091), ('n04380533', 'table_lamp', 0.005921191), ('n03788365', 'mosquito_net', 0.0037777373), ('n04590129', 'window_shade', 0.0022622445), ('n03179701', 'desk', 0.0018755024), ('n03529860', 'home_theater', 0.0012180151), ('n04550184', 'wardrobe', 0.0010613529), ('n04201297', 'shoji', 0.00057096314)]"
10573,Washington Heights,1,3,40,0,92.27,Low,Bad,"[('n03388549', 'four-poster', 0.543716), ('n04033995', 'quilt', 0.36764973), ('n04344873', 'studio_couch', 0.046525594), ('n04590129', 'window_shade', 0.024597757), ('n03788365', 'mosquito_net', 0.008247432), ('n04380533', 'table_lamp', 0.0037022487), ('n03637318', 'lampshade', 0.0010891028), ('n03534580', 'hoopskirt', 0.001069068), ('n03529860', 'home_theater', 0.00043932535), ('n03131574', 'crib', 0.00038875215)]"
10587,Chinatown,1,1,80,44,95,High,Bad,"[('n03388549', 'four-poster', 0.5338329), ('n04344873', 'studio_couch', 0.07579271), ('n04239074', 'sliding_door', 0.071278594), ('n04033995', 'quilt', 0.03787887), ('n03899768', 'patio', 0.03470667), ('n04005630', 'prison', 0.032648783), ('n04590129', 'window_shade', 0.022170704), ('n03131574', 'crib', 0.013911912), ('n03201208', 'dining_table', 0.011414835), ('n03271574', 'electric_fan', 0.008751761)]"
10600,Chelsea,1,1,84,74,94,High,Bad,"[('n03388549', 'four-poster', 0.74890554), ('n04344873', 'studio_couch', 0.1791454), ('n04033995', 'quilt', 0.027492728), ('n04239074', 'sliding_door', 0.012910602), ('n04590129', 'window_shade', 0.006079774), ('n04550184', 'wardrobe', 0.0046303677), ('n03788365', 'mosquito_net', 0.0032076372), ('n04040759', 'radiator', 0.002008209), ('n03131574', 'crib', 0.0013531904), ('n04265275', 'space_heater', 0.0011785927)]"
10603,Chelsea,1,1,150,0,93,High,Good,"[('n04033995', 'quilt', 0.70110756), ('n03938244', 'pillow', 0.10808789), ('n04344873', 'studio_couch', 0.09146979), ('n03388549', 'four-poster', 0.034279097), ('n04380533', 'table_lamp', 0.019941596), ('n03201208', 'dining_table', 0.0058110887), ('n03018349', 'china_cabinet', 0.004718105), ('n04239074', 'sliding_door', 0.0041110977), ('n03637318', 'lampshade', 0.0038186267), ('n03899768', 'patio', 0.0029425384)]"
10609,Chelsea,2,2,300,0,93,High,Good,"[('n03388549', 'four-poster', 0.5941666), ('n03452741', 'grand_piano', 0.10510201), ('n04344873', 'studio_couch', 0.06946687), ('n04590129', 'window_shade', 0.05271341), ('n03201208', 'dining_table', 0.049853634), ('n03788365', 'mosquito_net', 0.02954902), ('n04515003', 'upright', 0.011788825), ('n04033995', 'quilt', 0.008543612), ('n03125729', 'cradle', 0.007290601), ('n02699494', 'altar', 0.004859756)]"
10630,East Harlem,1,1,82,19,86,Low,Bad,"[('n04033995', 'quilt', 0.7082507), ('n03388549', 'four-poster', 0.13634382), ('n04344873', 'studio_couch', 0.10434381), ('n04239074', 'sliding_door', 0.016699579), ('n04590129', 'window_shade', 0.013844622), ('n04201297', 'shoji', 0.00657845), ('n03788365', 'mosquito_net', 0.004949845), ('n04550184', 'wardrobe', 0.0043991553), ('n03938244', 'pillow', 0.001086354), ('n04040759', 'radiator', 0.0010320029)]"
10634,Lower East Side,0,1,130,5,88,Low,Good,"[('n03388549', 'four-poster', 0.76369655), ('n04590129', 'window_shade', 0.11710772), ('n04550184', 'wardrobe', 0.04483817), ('n04201297', 'shoji', 0.021210982), ('n03788365', 'mosquito_net', 0.009445072), ('n04239074', 'sliding_door', 0.00855063), ('n03018349', 'china_cabinet', 0.0074707842), ('n04344873', 'studio_couch', 0.006778738), ('n03347037', 'fire_screen', 0.004224412), ('n03201208', 'dining_table', 0.0022779086)]"
10640,Lower East Side,1,1,90,0,92.3,Low,Bad,"[('n03388549', 'four-poster', 0.9753177), ('n04344873', 'studio_couch', 0.01505766), ('n03788365', 'mosquito_net', 0.0037221336), ('n04033995', 'quilt', 0.0030492516), ('n04590129', 'window_shade', 0.0015349425), ('n04239074', 'sliding_door', 0.0003034331), ('n03131574', 'crib', 0.00017403754), ('n04550184', 'wardrobe', 7.8242396e-05), ('n03201208', 'dining_table', 7.403561e-05), ('n04201297', 'shoji', 5.54084e-05)]"
